Family,Genus,Species,Virus name(s),Genome composition,Host source
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 105,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 118,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 124,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Colobus guereza papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 143,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 152,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 8,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 47,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 20,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 21,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 24,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 36,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 12,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 14,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 19,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 25,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 9,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 107,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 110,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 111,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 100,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 104,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 113,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 151,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 120,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 122,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 159,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 174,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 145,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 22,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 23,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 37,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 38,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 15,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 17,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,human papillomavirus 80,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,human papillomavirus 49,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,human papillomavirus 115,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,human papillomavirus 75,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,human papillomavirus 76,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 4,human papillomavirus 92,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 5,human papillomavirus 96,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 5,human papillomavirus 150,dsDNA,vertebrates
Papillomaviridae,Betapapillomavirus,Betapapillomavirus 6,Macaca fascicularis papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 1,Canis familiaris papillomavirus 3,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 1,Canis familiaris papillomavirus 5,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 1,Canis familiaris papillomavirus 9,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 1,Canis familiaris papillomavirus 11,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 1,Canis familiaris papillomavirus 12,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 1,Canis familiaris papillomavirus 18,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 1,Canis familiaris papillomavirus 20,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 2,Canis familiaris papillomavirus 4,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 2,Canis familiaris papillomavirus 16,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 3,Canis familiaris papillomavirus 8,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 3,Canis familiaris papillomavirus 10,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 3,Canis familiaris papillomavirus 14,dsDNA,vertebrates
Papillomaviridae,Chipapillomavirus,Chipapillomavirus 3,Canis familiaris papillomavirus 15,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 1,Alces alces papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 1,Rangifer tarandus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 2,Odocoileus virginianus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 3,Ovis aries papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 3,Ovis aries papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 4,Bos taurus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 4,Bos taurus papillomavirus 13,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 4,Bos grunniens papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 4,Bos taurus papillomavirus 14,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 4,Bos taurus papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 5,Capreolus capreolus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 5,Rusa alfredi papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 6,Camelus dromedarius papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 6,Camelus dromedarius papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 7,Giraffa camelopardalis papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyochipapillomavirus,Dyochipapillomavirus 1,Equus asinus papillomavirus,dsDNA,vertebrates
Papillomaviridae,Dyodeltapapillomavirus,Dyodeltapapillomavirus 1,Sus scrofa papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyoepsilonpapillomavirus,Dyoepsilonpapillomavirus 1,Francolinus leucoscepus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyoetapapillomavirus,Dyoetapapillomavirus 1,Erinaceus europaeus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyoiotapapillomavirus,Dyoiotapapillomavirus 1,Equus caballus papillomavirus 3,dsDNA,vertebrates
Papillomaviridae,Dyoiotapapillomavirus,Dyoiotapapillomavirus 1,Equus caballus papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Dyoiotapapillomavirus,Dyoiotapapillomavirus 2,Equus caballus papillomavirus 4,dsDNA,vertebrates
Papillomaviridae,Dyoiotapapillomavirus,Dyoiotapapillomavirus 2,Equus caballus papillomavirus 5,dsDNA,vertebrates
Papillomaviridae,Dyokappapapillomavirus,Dyokappapapillomavirus 1,Ovis aries papillomavirus 3,dsDNA,vertebrates
Papillomaviridae,Dyokappapapillomavirus,Dyokappapapillomavirus 2,Rupicapra rupicapra papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyokappapapillomavirus,Dyokappapapillomavirus 3,Bos taurus papillomavirus 16,dsDNA,vertebrates
Papillomaviridae,Dyokappapapillomavirus,Dyokappapapillomavirus 4,Bos taurus papillomavirus 18,dsDNA,vertebrates
Papillomaviridae,Dyokappapapillomavirus,Dyokappapapillomavirus 5,Pudu puda papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyolambdapapillomavirus,Dyolambdapapillomavirus 1,Bettongia penicillata papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyomupapillomavirus,Dyomupapillomavirus 1,Morelia spilota papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyonupapillomavirus,Dyonupapillomavirus 1,Zalophus californianus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyoomegapapillomavirus,Dyoomegapapillomavirus 1,Eptesicus serotinus papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Dyoomikronpapillomavirus,Dyoomikronpapillomavirus 1,Saimiri sciureus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyoomikronpapillomavirus,Dyoomikronpapillomavirus 1,Saimiri sciureus papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Dyoomikronpapillomavirus,Dyoomikronpapillomavirus 1,Saimiri sciureus papillomavirus 3,dsDNA,vertebrates
Papillomaviridae,Dyoomikronpapillomavirus,Dyoomikronpapillomavirus 1,Alouatta guariba papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyophipapillomavirus,Dyophipapillomavirus 1,Talpa europaea papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyopipapillomavirus,Dyopipapillomavirus 1,Phocoena phocoena papillomavirus,dsDNA,vertebrates
Papillomaviridae,Dyopsipapillomavirus,Dyopsipapillomavirus 1,Eptesicus serotinus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyopsipapillomavirus,Dyopsipapillomavirus 1,Eptesicus serotinus papillomavirus 3,dsDNA,vertebrates
Papillomaviridae,Dyorhopapillomavirus,Dyorhopapillomavirus 1,Equus caballus papillomavirus 6,dsDNA,vertebrates
Papillomaviridae,Dyorhopapillomavirus,Dyorhopapillomavirus 1,Equus caballus papillomavirus 7,dsDNA,vertebrates
Papillomaviridae,Dyosigmapapillomavirus,Dyosigmapapillomavirus 1,Castor canadensis papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyotaupapillomavirus,Dyotaupapillomavirus 1,Miniopterus schreibersii papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Dyothetapapillomavirus,Dyothetapapillomavirus 1,Felis domesticus papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Dyoupsilonpapillomavirus,Dyoupsilonpapillomavirus 1,Eidolon helvum papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyoxipapillomavirus,Dyoxipapillomavirus 1,Bos taurus papillomavirus 7,dsDNA,vertebrates
Papillomaviridae,Dyoxipapillomavirus,Dyoxipapillomavirus 2,Bos taurus papillomavirus 19,dsDNA,vertebrates
Papillomaviridae,Dyoxipapillomavirus,Dyoxipapillomavirus 2,Bos taurus papillomavirus 21,dsDNA,vertebrates
Papillomaviridae,Dyozetapapillomavirus,Dyozetapapillomavirus 1,Caretta caretta papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Dyozetapapillomavirus,Dyozetapapillomavirus 1,Chelonia mydas papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Epsilonpapillomavirus,Epsilonpapillomavirus 1,Bos taurus papillomavirus 5,dsDNA,vertebrates
Papillomaviridae,Epsilonpapillomavirus,Epsilonpapillomavirus 1,Bos taurus papillomavirus 8,dsDNA,vertebrates
Papillomaviridae,Epsilonpapillomavirus,Epsilonpapillomavirus 2,Cervus elaphus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Etapapillomavirus,Etapapillomavirus 1,Fringilla coelebs papillomavirus,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,human papillomavirus 4,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,human papillomavirus 95,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,human papillomavirus 173,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,human papillomavirus 205,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,human papillomavirus 65,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 2,human papillomavirus 48,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 2,human papillomavirus 200,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 3,human papillomavirus 50,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 4,human papillomavirus 60,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 5,human papillomavirus 88,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 6,human papillomavirus 101,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 6,human papillomavirus 103,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 6,human papillomavirus 108,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,human papillomavirus 109,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,human papillomavirus 123,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,human papillomavirus 149,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,human papillomavirus 134,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,human papillomavirus 138,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,human papillomavirus 139,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,human papillomavirus 155,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,human papillomavirus 170,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 8,human papillomavirus 112,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 8,human papillomavirus 119,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 8,human papillomavirus 147,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 8,human papillomavirus 164,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 8,human papillomavirus 168,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 9,human papillomavirus 116,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 9,human papillomavirus 129,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 10,human papillomavirus 121,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 10,human papillomavirus 130,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 10,human papillomavirus 133,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 10,human papillomavirus 142,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 10,human papillomavirus 180,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,human papillomavirus 126,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,human papillomavirus 136,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,human papillomavirus 140,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,human papillomavirus 141,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,human papillomavirus 154,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,human papillomavirus 169,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,human papillomavirus 171,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,human papillomavirus 202,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,human papillomavirus 127,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,human papillomavirus 157,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,human papillomavirus 132,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,human papillomavirus 148,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,human papillomavirus 165,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,human papillomavirus 199,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,human papillomavirus 158,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 13,human papillomavirus 128,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 13,human papillomavirus 153,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 14,human papillomavirus 131,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 15,human papillomavirus 135,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 15,human papillomavirus 179,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 15,human papillomavirus 146,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 16,human papillomavirus 137,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 17,human papillomavirus 144,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 18,human papillomavirus 156,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 19,human papillomavirus 161,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 19,human papillomavirus 166,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 19,human papillomavirus 162,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 20,human papillomavirus 163,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 21,human papillomavirus 167,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 22,human papillomavirus 172,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 23,human papillomavirus 175,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 24,human papillomavirus 178,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 24,human papillomavirus 197,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 25,human papillomavirus 184,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 26,human papillomavirus 187,dsDNA,vertebrates
Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 27,human papillomavirus 201,dsDNA,vertebrates
Papillomaviridae,Iotapapillomavirus,Iotapapillomavirus 1,Mastomys natalensis papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Iotapapillomavirus,Iotapapillomavirus 1,Rattus norvegicus papillomavirus 2,dsDNA,vertebrates
Papillomaviridae,Iotapapillomavirus,Iotapapillomavirus 1,Rattus norvegicus papillomavirus 3,dsDNA,vertebrates
Papillomaviridae,Iotapapillomavirus,Iotapapillomavirus 2,Peromyscus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Kappapapillomavirus,Kappapapillomavirus 1,Oryctolagus cuniculus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Kappapapillomavirus,Kappapapillomavirus 2,Sylvilagus floridanus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 1,Felis domesticus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 1,Lynx rufus papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 1,Puma concolor papillomavirus 1,dsDNA,vertebrates
Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 1,Panthera leo persica papillomavirus 1,dsDNA,vertebrates
